id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
947,Susan,Perez,susan.perez.947@gslingacademy.com,female,False,5,False,5,Artist,83,94,77,97,78,60,85
948,Gina,Kennedy,gina.kennedy.948@gslingacademy.com,female,False,1,False,3,Artist,65,67,90,99,93,91,99
949,Connie,Colon,connie.colon.949@gslingacademy.com,female,False,5,False,1,Artist,88,62,65,98,92,64,82
950,Jeremiah,Lee,jeremiah.lee.950@gslingacademy.com,male,False,3,False,4,Artist,73,73,81,78,82,85,66
951,Patricia,Pope,patricia.pope.951@gslingacademy.com,female,False,3,True,5,Artist,60,69,80,87,100,93,92
952,Jeremy,Bailey,jeremy.bailey.952@gslingacademy.com,male,False,3,False,1,Artist,63,78,97,67,72,64,67
953,Thomas,Odom,thomas.odom.953@gslingacademy.com,male,False,3,False,4,Artist,75,69,97,98,60,60,85
954,Christine,Smith,christine.smith.954@gslingacademy.com,female,False,4,True,4,Artist,79,100,75,85,100,81,64
955,Amanda,Padilla,amanda.padilla.955@gslingacademy.com,female,False,2,False,2,Artist,91,87,84,91,96,88,82
956,Stephanie,Spencer,stephanie.spencer.956@gslingacademy.com,female,False,1,False,5,Artist,63,86,72,72,90,75,92
957,Rhonda,Munoz,rhonda.munoz.957@gslingacademy.com,female,False,0,False,5,Artist,73,100,78,77,71,61,66
958,Erica,Lopez,erica.lopez.958@gslingacademy.com,female,False,5,False,4,Artist,80,61,89,98,73,90,88
959,Angel,Williams,angel.williams.959@gslingacademy.com,male,False,6,False,5,Artist,81,97,88,81,63,88,67
960,Rebecca,Pearson,rebecca.pearson.960@gslingacademy.com,female,False,3,True,1,Artist,90,96,89,88,94,73,77
961,Laura,Allen,laura.allen.961@gslingacademy.com,female,False,1,False,3,Artist,99,85,60,81,75,78,78
962,William,Patterson,william.patterson.962@gslingacademy.com,male,False,3,False,2,Artist,70,100,92,73,67,68,76
963,Caitlin,Duncan,caitlin.duncan.963@gslingacademy.com,female,False,1,False,2,Artist,87,78,74,75,95,69,99
964,Rachel,Reeves,rachel.reeves.964@gslingacademy.com,female,False,3,False,2,Artist,64,69,79,89,72,64,82
965,Antonio,Beasley,antonio.beasley.965@gslingacademy.com,male,False,4,False,3,Artist,63,97,80,84,90,63,64
966,Carol,Ramos,carol.ramos.966@gslingacademy.com,female,False,6,False,1,Artist,96,66,76,71,94,72,86
967,Cindy,Bradley,cindy.bradley.967@gslingacademy.com,female,False,2,False,3,Artist,62,67,85,97,98,62,73
968,Alexandra,Moon,alexandra.moon.968@gslingacademy.com,female,False,4,False,3,Artist,91,93,62,87,86,81,67
969,Suzanne,Obrien,suzanne.obrien.969@gslingacademy.com,female,False,3,False,2,Artist,82,100,86,98,78,78,84
970,Viola,Douglas,viola.douglas.970@gslingacademy.com,female,False,5,False,2,Artist,96,100,50,73,90,84,75
971,Daniel,Merritt,daniel.merritt.971@gslingacademy.com,male,False,2,False,4,Artist,73,75,74,79,83,67,80
972,Nina,Barnes,nina.barnes.972@gslingacademy.com,female,True,1,False,2,Artist,61,92,68,76,98,88,75
973,Cora,Bush,cora.bush.973@gslingacademy.com,female,False,3,False,2,Artist,88,89,87,76,88,78,83
974,Leslie,Hudson,leslie.hudson.974@gslingacademy.com,female,False,2,True,1,Artist,59,69,73,62,73,49,74
975,Caleb,May,caleb.may.975@gslingacademy.com,male,False,0,True,3,Artist,82,84,74,79,84,86,80
976,Roger,Larsen,roger.larsen.976@gslingacademy.com,male,False,2,False,1,Artist,84,73,82,89,89,66,71
977,Ebony,Weber,ebony.weber.977@gslingacademy.com,female,False,1,False,2,Artist,61,89,64,80,91,87,75
978,Audrey,Stout,audrey.stout.978@gslingacademy.com,female,False,4,True,0,Artist,61,77,67,77,76,86,79
979,Carol,Jenkins,carol.jenkins.979@gslingacademy.com,female,False,0,False,1,Artist,73,85,86,89,67,85,83
980,Randall,Martinez,randall.martinez.980@gslingacademy.com,male,False,0,False,3,Artist,64,84,70,83,98,99,71
981,Enrique,Walsh,enrique.walsh.981@gslingacademy.com,male,False,2,False,5,Artist,72,92,82,93,77,74,84
982,Ruby,Cohen,ruby.cohen.982@gslingacademy.com,female,False,5,False,5,Artist,86,78,68,80,88,92,80
983,Gerardo,Vance,gerardo.vance.983@gslingacademy.com,male,False,5,False,0,Artist,98,100,69,70,81,99,81
984,Benjamin,Logan,benjamin.logan.984@gslingacademy.com,male,False,3,False,0,Artist,79,74,86,86,91,43,76
985,Kinsley,Sweeney,kinsley.sweeney.985@gslingacademy.com,female,False,0,False,1,Artist,77,83,70,80,93,61,86
986,Noah,Morrison,noah.morrison.986@gslingacademy.com,male,False,5,False,2,Artist,76,89,83,74,62,76,90
987,Hannah,Gallagher,hannah.gallagher.987@gslingacademy.com,female,False,0,False,3,Artist,55,62,79,70,92,59,69
988,Stephen,Peterson,stephen.peterson.988@gslingacademy.com,male,False,5,False,2,Artist,82,75,58,55,89,89,99
989,Lindsay,Avila,lindsay.avila.989@gslingacademy.com,female,False,0,False,1,Artist,72,73,79,70,83,73,100
990,Jorge,Leblanc,jorge.leblanc.990@gslingacademy.com,male,False,2,False,3,Artist,66,77,57,79,78,93,95
991,Kimberly,Chan,kimberly.chan.991@gslingacademy.com,female,False,2,False,2,Artist,82,83,92,75,62,67,83
992,Bianca,Stevens,bianca.stevens.992@gslingacademy.com,female,False,2,False,4,Artist,98,100,87,91,71,92,95
993,Amelia,May,amelia.may.993@gslingacademy.com,female,False,0,True,4,Artist,81,80,59,59,87,79,83
994,Alex,Snow,alex.snow.994@gslingacademy.com,male,False,8,False,2,Artist,56,87,83,71,100,75,79
995,Aurora,Hart,aurora.hart.995@gslingacademy.com,female,False,2,False,0,Artist,84,76,75,81,73,64,83
996,Dennis,Alvarez,dennis.alvarez.996@gslingacademy.com,male,False,6,False,1,Artist,94,69,77,73,98,74,71
997,Juan,Bridges,juan.bridges.997@gslingacademy.com,male,True,4,False,0,Artist,99,96,90,91,78,42,93
998,Carmen,Fuller,carmen.fuller.998@gslingacademy.com,female,False,4,False,1,Artist,89,82,52,62,74,80,63
999,Pedro,Hicks,pedro.hicks.999@gslingacademy.com,male,False,3,False,0,Artist,76,83,96,75,86,81,69
1000,Julia,Wade,julia.wade.1000@gslingacademy.com,female,True,0,False,2,Artist,86,84,84,74,100,76,77
1001,Faith,Rocha,faith.rocha.1001@gslingacademy.com,female,False,3,True,1,Artist,77,75,90,97,87,63,96
1002,Gerardo,Alexander,gerardo.alexander.1002@gslingacademy.com,male,False,2,False,2,Artist,71,73,84,79,82,100,97
1003,Bryce,Cox,bryce.cox.1003@gslingacademy.com,male,False,2,False,5,Artist,93,83,100,100,87,78,89
1004,Addison,Sandoval,addison.sandoval.1004@gslingacademy.com,female,False,2,True,2,Artist,75,85,90,87,76,89,72
1005,Shawna,Mitchell,shawna.mitchell.1005@gslingacademy.com,female,False,2,False,2,Artist,78,75,70,68,81,81,84
1006,Chelsea,Castillo,chelsea.castillo.1006@gslingacademy.com,female,False,4,False,2,Artist,83,71,97,99,81,83,93
1007,Ernesto,Morse,ernesto.morse.1007@gslingacademy.com,male,True,6,False,0,Artist,99,100,75,95,69,79,82
1008,Pamela,Howell,pamela.howell.1008@gslingacademy.com,female,False,4,False,6,Artist,89,75,76,72,62,98,65
1009,Riley,Sosa,riley.sosa.1009@gslingacademy.com,female,False,5,False,3,Artist,92,78,52,84,76,80,90
1010,Luis,Torres,luis.torres.1010@gslingacademy.com,male,False,3,False,4,Artist,52,75,72,76,66,87,80
1011,Clara,Kirby,clara.kirby.1011@gslingacademy.com,female,False,5,False,2,Artist,77,65,75,68,69,82,98
1012,Diego,Collier,diego.collier.1012@gslingacademy.com,male,False,0,True,3,Artist,75,88,84,89,90,67,75
1013,Monica,Gonzales,monica.gonzales.1013@gslingacademy.com,female,False,1,False,0,Artist,100,100,76,85,100,92,72
1014,Willow,Brady,willow.brady.1014@gslingacademy.com,female,True,5,False,5,Artist,87,71,77,84,81,82,67
1015,Cassandra,Harris,cassandra.harris.1015@gslingacademy.com,female,False,0,False,2,Artist,56,64,65,71,70,78,82
1016,Carl,Mercado,carl.mercado.1016@gslingacademy.com,male,False,3,False,2,Artist,70,73,56,84,86,83,73
1017,Autumn,Juarez,autumn.juarez.1017@gslingacademy.com,female,True,1,True,3,Artist,72,60,92,87,87,72,64
1018,Christopher,Daniel,christopher.daniel.1018@gslingacademy.com,male,False,5,False,3,Artist,90,62,63,89,63,80,97
1019,Carla,Douglas,carla.douglas.1019@gslingacademy.com,female,False,2,False,4,Artist,71,91,68,87,73,56,90
1020,Bryan,Knapp,bryan.knapp.1020@gslingacademy.com,male,False,0,False,4,Artist,67,85,75,80,79,94,83
1021,Grace,Washington,grace.washington.1021@gslingacademy.com,female,False,7,False,3,Artist,69,92,67,100,100,96,65
1022,Peter,Hill,peter.hill.1022@gslingacademy.com,male,False,0,False,4,Artist,80,92,78,91,79,86,97
1023,Isaac,Campos,isaac.campos.1023@gslingacademy.com,male,False,0,False,0,Artist,80,79,92,92,100,91,67
1024,Richard,Jimenez,richard.jimenez.1024@gslingacademy.com,male,True,9,False,0,Artist,99,61,56,85,94,90,95
1025,Everly,Hamilton,everly.hamilton.1025@gslingacademy.com,female,False,4,True,2,Artist,94,100,89,83,80,95,89
1026,William,Malcolm,william.malcolm.1026@gslingacademy.com,male,False,1,True,3,Artist,81,92,64,71,73,70,76
1027,Lydia,Klein,lydia.klein.1027@gslingacademy.com,female,False,4,False,3,Artist,82,92,87,97,80,92,86
1028,Ricky,Frazier,ricky.frazier.1028@gslingacademy.com,male,False,5,False,3,Artist,63,87,85,94,98,100,78
1029,Tanya,Vargas,tanya.vargas.1029@gslingacademy.com,female,False,2,True,1,Artist,93,100,77,96,70,80,84
1030,Randall,Hunter,randall.hunter.1030@gslingacademy.com,male,False,0,False,2,Artist,66,82,79,90,92,100,89
1031,Shawn,Mason,shawn.mason.1031@gslingacademy.com,male,False,4,True,3,Artist,62,72,69,84,81,60,80
1032,Joseph,Sandoval,joseph.sandoval.1032@gslingacademy.com,male,False,3,False,2,Artist,100,61,78,72,54,88,86
1033,Colleen,Fields,colleen.fields.1033@gslingacademy.com,female,False,3,True,2,Artist,100,77,74,71,92,80,95
1034,Elizabeth,Klein,elizabeth.klein.1034@gslingacademy.com,female,False,1,False,0,Artist,77,100,78,90,81,65,100
1035,Eva,Heath,eva.heath.1035@gslingacademy.com,female,False,2,False,3,Artist,62,78,100,83,84,75,82
1036,Travis,Wheeler,travis.wheeler.1036@gslingacademy.com,male,False,3,False,0,Artist,68,90,79,64,93,76,63
1037,Krystal,Jenkins,krystal.jenkins.1037@gslingacademy.com,female,False,0,False,0,Artist,67,76,83,69,73,59,86
1038,Daisy,Harris,daisy.harris.1038@gslingacademy.com,female,False,4,True,0,Artist,83,66,87,67,63,83,94
1039,Leslie,Morales,leslie.morales.1039@gslingacademy.com,female,False,2,True,0,Artist,80,78,88,88,89,85,85
1040,Shawna,Welch,shawna.welch.1040@gslingacademy.com,female,False,4,False,2,Artist,69,86,85,79,57,74,62
1041,Kinsley,Cole,kinsley.cole.1041@gslingacademy.com,female,False,4,False,0,Artist,92,79,90,66,100,69,76
1042,Abraham,Sosa,abraham.sosa.1042@gslingacademy.com,male,False,4,True,1,Artist,87,77,93,69,84,72,70
1043,James,Mccall,james.mccall.1043@gslingacademy.com,male,False,3,False,4,Artist,71,88,73,75,82,89,57
1044,Alice,Bush,alice.bush.1044@gslingacademy.com,female,False,1,False,4,Artist,65,80,80,82,100,92,92
1045,Leroy,Hartman,leroy.hartman.1045@gslingacademy.com,male,False,3,False,5,Artist,87,64,81,84,89,83,92
1046,Angela,Phillips,angela.phillips.1046@gslingacademy.com,female,False,4,False,0,Artist,90,94,64,79,58,72,66
1047,Jorge,Arias,jorge.arias.1047@gslingacademy.com,male,False,5,False,1,Artist,98,72,81,92,91,92,74
1048,Aubree,Herrera,aubree.herrera.1048@gslingacademy.com,female,True,4,False,2,Artist,77,74,73,74,74,91,81
1049,Elena,Peterson,elena.peterson.1049@gslingacademy.com,female,False,3,False,3,Artist,97,89,86,54,96,64,88
1050,Gabriella,Mathews,gabriella.mathews.1050@gslingacademy.com,female,False,5,False,0,Artist,65,88,59,62,68,63,78
1051,Samuel,Watkins,samuel.watkins.1051@gslingacademy.com,male,False,2,True,2,Artist,99,89,78,79,59,70,86
1052,Jordan,Tucker,jordan.tucker.1052@gslingacademy.com,male,False,2,False,3,Artist,73,48,79,73,73,80,92
1053,Jorge,Brock,jorge.brock.1053@gslingacademy.com,male,False,5,False,2,Artist,70,89,90,71,82,100,74
1054,Tina,Rojas,tina.rojas.1054@gslingacademy.com,female,False,4,True,5,Artist,78,88,66,77,69,92,59
1055,Natalie,Aguilar,natalie.aguilar.1055@gslingacademy.com,female,False,0,True,5,Artist,81,75,61,63,80,82,81
1056,Melanie,Fox,melanie.fox.1056@gslingacademy.com,female,False,0,False,0,Artist,100,79,81,66,92,71,93
1057,Mark,Allen,mark.allen.1057@gslingacademy.com,male,False,3,True,2,Artist,82,90,90,94,78,75,92
1058,Jonathan,Stevens,jonathan.stevens.1058@gslingacademy.com,male,False,1,False,1,Artist,65,51,83,77,81,74,87
1059,Pamela,Shepherd,pamela.shepherd.1059@gslingacademy.com,female,False,2,False,4,Artist,85,84,60,79,94,75,78
1060,Cora,Porter,cora.porter.1060@gslingacademy.com,female,False,2,False,0,Artist,81,93,61,64,89,82,100
1061,Bailey,Taylor,bailey.taylor.1061@gslingacademy.com,female,False,2,True,5,Artist,71,70,71,89,89,88,99
1062,Gregory,Li,gregory.li.1062@gslingacademy.com,male,False,8,False,2,Artist,93,81,65,72,88,99,62
1063,Cynthia,Gibson,cynthia.gibson.1063@gslingacademy.com,female,False,1,False,0,Artist,62,73,51,67,83,83,66
1064,Rickey,Krueger,rickey.krueger.1064@gslingacademy.com,male,False,0,False,3,Artist,77,68,84,81,89,76,97
1065,Aria,Rogers,aria.rogers.1065@gslingacademy.com,female,True,5,False,1,Artist,71,82,76,63,67,71,79
1066,Cecilia,Hutchinson,cecilia.hutchinson.1066@gslingacademy.com,female,True,1,False,2,Artist,80,85,69,80,85,86,93
1067,Krystal,Hanson,krystal.hanson.1067@gslingacademy.com,female,False,2,False,4,Artist,57,82,84,97,74,67,76
1068,Madison,Donovan,madison.donovan.1068@gslingacademy.com,female,False,5,False,2,Artist,63,71,82,80,74,83,67
1069,Clayton,Richards,clayton.richards.1069@gslingacademy.com,male,False,1,True,3,Artist,69,100,73,74,75,74,64
1070,Bernard,Hall,bernard.hall.1070@gslingacademy.com,male,False,3,False,4,Artist,67,100,79,91,52,69,68
1071,Todd,Larsen,todd.larsen.1071@gslingacademy.com,male,False,3,False,0,Artist,87,78,76,92,74,72,94
1072,Russell,Cortez,russell.cortez.1072@gslingacademy.com,male,False,0,True,3,Artist,58,73,83,92,89,87,100
1073,Spencer,Nolan,spencer.nolan.1073@gslingacademy.com,male,False,4,False,2,Artist,74,70,84,91,96,77,93
1074,Kristy,Morales,kristy.morales.1074@gslingacademy.com,female,False,2,False,4,Artist,82,77,87,76,72,78,86
1075,Colby,Salinas,colby.salinas.1075@gslingacademy.com,male,True,4,False,3,Artist,96,89,65,88,83,69,84
1076,Brett,Gonzales,brett.gonzales.1076@gslingacademy.com,male,False,3,False,2,Artist,100,75,78,99,65,79,99
1077,Jennie,Heath,jennie.heath.1077@gslingacademy.com,female,False,1,False,3,Artist,87,92,92,86,77,79,90
1078,Kenneth,Chavez,kenneth.chavez.1078@gslingacademy.com,male,False,2,False,2,Artist,78,69,78,86,72,75,82
1079,Jenna,Patel,jenna.patel.1079@gslingacademy.com,female,False,4,False,4,Artist,99,99,79,93,70,72,79
1080,Raymond,Ortiz,raymond.ortiz.1080@gslingacademy.com,male,False,2,False,3,Artist,79,91,73,44,85,62,94
1081,Layla,Weber,layla.weber.1081@gslingacademy.com,female,False,0,True,0,Artist,84,100,72,83,82,72,99
1082,Clifford,Grimes,clifford.grimes.1082@gslingacademy.com,male,False,3,False,0,Artist,78,70,73,75,89,96,85
1083,Paige,Bush,paige.bush.1083@gslingacademy.com,female,False,3,False,2,Artist,79,80,62,73,67,88,48
1084,Taylor,Baxter,taylor.baxter.1084@gslingacademy.com,female,False,1,False,2,Artist,79,74,54,62,87,86,86
1085,Graham,Cruz,graham.cruz.1085@gslingacademy.com,male,False,1,True,3,Artist,92,91,81,74,89,64,82
1086,Denise,Jenkins,denise.jenkins.1086@gslingacademy.com,female,True,5,False,3,Artist,89,100,94,80,79,79,75
1087,Ramon,Alexander,ramon.alexander.1087@gslingacademy.com,male,False,7,False,5,Artist,97,72,87,85,73,88,96
1088,Hailey,Acevedo,hailey.acevedo.1088@gslingacademy.com,female,False,2,False,0,Artist,80,89,60,65,98,98,84
1089,Seth,George,seth.george.1089@gslingacademy.com,male,True,5,False,0,Artist,73,73,74,70,78,74,81
1090,Tonya,Holder,tonya.holder.1090@gslingacademy.com,female,False,1,False,3,Artist,88,91,79,79,100,87,96
1091,Armando,Baxter,armando.baxter.1091@gslingacademy.com,male,False,0,True,3,Artist,77,82,90,93,96,64,76
1092,Tabitha,Snow,tabitha.snow.1092@gslingacademy.com,female,False,4,False,0,Artist,98,79,78,90,84,86,98
1093,Todd,Ross,todd.ross.1093@gslingacademy.com,male,False,1,False,2,Artist,76,77,82,68,85,85,100
1094,Erica,Bowers,erica.bowers.1094@gslingacademy.com,female,False,4,False,2,Artist,72,84,100,92,89,75,83
1095,Evan,Munoz,evan.munoz.1095@gslingacademy.com,male,False,3,False,3,Artist,68,84,69,86,82,89,97
1096,Isabelle,Hampton,isabelle.hampton.1096@gslingacademy.com,female,False,4,False,0,Artist,97,99,65,44,95,90,70
1097,Casey,Koch,casey.koch.1097@gslingacademy.com,male,True,3,False,3,Artist,77,77,93,88,100,84,92
1098,Rachel,Sanders,rachel.sanders.1098@gslingacademy.com,female,False,1,True,2,Artist,92,68,91,80,90,65,87
1099,Pedro,Mendoza,pedro.mendoza.1099@gslingacademy.com,male,False,3,True,0,Artist,88,82,81,71,75,81,86
1100,Evelyn,Aguirre,evelyn.aguirre.1100@gslingacademy.com,female,False,3,False,6,Artist,82,66,93,94,79,82,88
1101,Stephen,Hanna,stephen.hanna.1101@gslingacademy.com,male,False,4,False,4,Artist,95,86,96,92,92,81,76
1102,Nora,Hughes,nora.hughes.1102@gslingacademy.com,female,False,6,False,0,Artist,66,77,80,79,95,74,78
1103,Michael,Mathews,michael.mathews.1103@gslingacademy.com,male,False,3,False,1,Artist,88,58,68,86,89,55,85
1104,Jocelyn,Finley,jocelyn.finley.1104@gslingacademy.com,female,True,3,False,2,Artist,95,59,77,77,91,53,91
1105,Charles,Joyce,charles.joyce.1105@gslingacademy.com,male,False,4,False,1,Artist,84,89,77,94,64,68,80
1106,Cooper,Munoz,cooper.munoz.1106@gslingacademy.com,male,False,4,False,2,Artist,98,68,97,76,100,82,88
1107,Bernard,Buckley,bernard.buckley.1107@gslingacademy.com,male,False,1,False,1,Artist,91,85,65,83,76,81,86
1108,Cynthia,Bowman,cynthia.bowman.1108@gslingacademy.com,female,False,3,True,5,Artist,72,80,80,73,65,71,83
1109,Clarence,Stanley,clarence.stanley.1109@gslingacademy.com,male,False,5,False,2,Artist,70,67,100,100,62,52,93
1110,Courtney,Coleman,courtney.coleman.1110@gslingacademy.com,female,False,0,False,2,Artist,63,58,86,64,100,79,87
1111,Kathy,Alvarado,kathy.alvarado.1111@gslingacademy.com,female,False,1,False,0,Artist,61,86,84,93,95,80,73
1112,Casey,Johnston,casey.johnston.1112@gslingacademy.com,male,False,3,False,1,Artist,80,71,61,79,85,78,68
1113,Reid,Carpenter,reid.carpenter.1113@gslingacademy.com,male,False,7,False,2,Artist,86,85,75,95,84,64,88
1114,Madison,English,madison.english.1114@gslingacademy.com,female,False,0,False,7,Artist,60,87,98,84,93,75,74
1115,Daisy,Alexander,daisy.alexander.1115@gslingacademy.com,female,False,3,False,3,Artist,78,82,56,98,67,86,68
1116,Rylee,Blankenship,rylee.blankenship.1116@gslingacademy.com,female,False,2,False,2,Artist,67,69,78,51,77,83,88
1117,Aaron,Hardin,aaron.hardin.1117@gslingacademy.com,male,False,2,True,0,Artist,82,73,84,66,76,72,94
1118,Elias,Knox,elias.knox.1118@gslingacademy.com,male,False,5,False,2,Artist,69,67,79,77,82,100,70
1119,Michelle,Boyd,michelle.boyd.1119@gslingacademy.com,female,False,8,False,0,Artist,76,54,95,74,61,73,85
1120,Reagan,Robinson,reagan.robinson.1120@gslingacademy.com,female,True,3,False,1,Artist,66,66,92,100,90,78,81
1121,Samantha,Fuller,samantha.fuller.1121@gslingacademy.com,female,False,4,False,0,Artist,62,73,73,74,86,57,72
1122,Jeffery,Avila,jeffery.avila.1122@gslingacademy.com,male,False,6,False,1,Artist,73,59,77,56,75,100,84
1123,Kimberly,Sweeney,kimberly.sweeney.1123@gslingacademy.com,female,False,4,False,3,Artist,70,91,79,93,94,95,83
1124,Kelly,Daniels,kelly.daniels.1124@gslingacademy.com,female,False,5,False,3,Artist,78,63,69,99,81,92,64
1125,Henry,Stout,henry.stout.1125@gslingacademy.com,male,False,0,False,4,Artist,73,72,75,95,88,92,85
1126,Russell,Yates,russell.yates.1126@gslingacademy.com,male,False,3,False,4,Artist,75,100,69,76,70,90,81
1127,Jenny,Wells,jenny.wells.1127@gslingacademy.com,female,False,0,False,3,Artist,76,93,85,57,92,78,78
1128,Rickey,Grimes,rickey.grimes.1128@gslingacademy.com,male,False,4,False,0,Artist,73,76,67,82,70,86,63
1129,Kristy,Sanders,kristy.sanders.1129@gslingacademy.com,female,False,1,False,1,Artist,77,85,65,94,90,76,89
1130,Barry,Bridges,barry.bridges.1130@gslingacademy.com,male,False,3,True,2,Artist,82,92,85,73,91,77,72
1131,Samuel,Mcguire,samuel.mcguire.1131@gslingacademy.com,male,False,2,True,0,Artist,96,67,79,86,76,79,76
1132,Derek,Baxter,derek.baxter.1132@gslingacademy.com,male,False,4,True,3,Artist,86,84,80,78,87,88,84
1133,Brooke,Silva,brooke.silva.1133@gslingacademy.com,female,False,4,True,3,Artist,83,89,100,100,91,82,81
1134,Luis,Stanley,luis.stanley.1134@gslingacademy.com,male,False,6,False,2,Artist,72,77,75,72,90,93,67
1135,Francis,Tanner,francis.tanner.1135@gslingacademy.com,male,False,1,False,3,Artist,100,81,66,70,64,100,76
1136,Sergio,Stafford,sergio.stafford.1136@gslingacademy.com,male,False,0,True,0,Artist,73,91,66,82,48,61,85
1137,Sophia,Turner,sophia.turner.1137@gslingacademy.com,female,False,5,False,3,Artist,76,80,95,84,62,71,73
1138,Zoe,Silva,zoe.silva.1138@gslingacademy.com,female,False,1,False,3,Artist,72,83,90,100,67,43,92
1139,Leroy,Bowers,leroy.bowers.1139@gslingacademy.com,male,False,3,False,2,Artist,86,92,100,93,83,77,82
1140,Jeffrey,Wood,jeffrey.wood.1140@gslingacademy.com,male,False,4,False,0,Artist,90,90,66,86,80,68,84
1141,Brielle,Gentry,brielle.gentry.1141@gslingacademy.com,female,True,6,False,2,Artist,98,60,87,94,81,79,74
1142,Suzanne,Werner,suzanne.werner.1142@gslingacademy.com,female,False,2,False,0,Artist,92,83,79,80,95,71,95
1143,Melvin,Mccormick,melvin.mccormick.1143@gslingacademy.com,male,False,3,False,3,Artist,88,81,82,80,82,78,100
1144,Shawn,Fuller,shawn.fuller.1144@gslingacademy.com,male,False,3,True,2,Artist,58,73,87,69,75,76,70
1145,Samuel,Vaughn,samuel.vaughn.1145@gslingacademy.com,male,False,4,False,3,Artist,86,100,77,76,59,84,91
1146,Aria,Sawyer,aria.sawyer.1146@gslingacademy.com,female,False,4,True,3,Artist,88,76,66,87,54,91,79
1147,Dustin,Simmons,dustin.simmons.1147@gslingacademy.com,male,False,3,False,0,Artist,73,83,99,70,82,59,87
1148,Aiden,Meyer,aiden.meyer.1148@gslingacademy.com,male,True,4,False,0,Artist,94,79,74,86,87,80,73
1149,Griffin,Butler,griffin.butler.1149@gslingacademy.com,male,False,0,True,0,Artist,75,83,93,94,100,57,82
1150,Nicole,Campbell,nicole.campbell.1150@gslingacademy.com,female,False,1,False,0,Artist,79,54,76,95,89,79,100
1151,Benjamin,Morse,benjamin.morse.1151@gslingacademy.com,male,False,6,False,0,Artist,76,100,70,88,58,68,57
1152,Brittany,Davis,brittany.davis.1152@gslingacademy.com,female,False,0,False,3,Artist,48,91,82,81,85,73,86
1153,Ariana,Cortez,ariana.cortez.1153@gslingacademy.com,female,False,5,False,2,Artist,78,85,100,100,77,77,89
1154,Alice,Harrison,alice.harrison.1154@gslingacademy.com,female,False,4,False,0,Artist,78,76,80,68,97,99,70
1155,Isabelle,Luna,isabelle.luna.1155@gslingacademy.com,female,True,0,False,6,Artist,81,80,79,88,75,82,83
1156,Alex,Wallace,alex.wallace.1156@gslingacademy.com,male,False,2,False,0,Artist,53,60,91,86,86,84,83
1157,Kelly,Taylor,kelly.taylor.1157@gslingacademy.com,female,False,3,False,5,Artist,80,98,88,62,96,80,86
1158,Denise,Warren,denise.warren.1158@gslingacademy.com,female,False,1,False,0,Artist,96,80,67,69,74,63,87
1159,Nora,Miranda,nora.miranda.1159@gslingacademy.com,female,False,6,False,3,Artist,85,97,68,81,63,77,45
1160,Ruby,Farmer,ruby.farmer.1160@gslingacademy.com,female,False,4,True,0,Artist,66,83,90,79,92,73,79
1161,Caitlin,Kelly,caitlin.kelly.1161@gslingacademy.com,female,True,3,False,4,Artist,87,88,97,68,100,100,85
1162,Marcus,Baker,marcus.baker.1162@gslingacademy.com,male,False,1,False,5,Artist,92,97,87,82,73,80,95
1163,Chad,Martin,chad.martin.1163@gslingacademy.com,male,False,4,True,3,Artist,74,100,68,100,76,65,81
1164,Marian,Richardson,marian.richardson.1164@gslingacademy.com,female,False,0,False,4,Artist,83,61,90,85,82,80,100
1165,Erica,Gordon,erica.gordon.1165@gslingacademy.com,female,True,5,False,1,Artist,68,92,86,94,91,93,75
1166,Brett,Blankenship,brett.blankenship.1166@gslingacademy.com,male,False,1,False,3,Artist,60,65,72,82,90,69,72
1167,Maureen,Avery,maureen.avery.1167@gslingacademy.com,female,False,1,True,3,Artist,80,68,92,86,100,84,96
1168,Shawn,Luna,shawn.luna.1168@gslingacademy.com,male,False,1,False,2,Artist,100,96,64,92,79,61,82
1169,Aria,Moses,aria.moses.1169@gslingacademy.com,female,False,8,False,0,Artist,91,74,71,89,89,81,97
1170,Angela,Tanner,angela.tanner.1170@gslingacademy.com,female,False,3,False,0,Artist,87,58,76,84,79,74,70
1171,Patrick,Bowers,patrick.bowers.1171@gslingacademy.com,male,False,5,False,4,Artist,82,89,74,87,86,75,67
1172,Marian,Hood,marian.hood.1172@gslingacademy.com,female,False,1,False,1,Artist,93,91,80,72,89,82,79
1173,Derrick,Brennan,derrick.brennan.1173@gslingacademy.com,male,False,3,False,3,Artist,74,70,76,62,93,100,58
1174,Ella,Franklin,ella.franklin.1174@gslingacademy.com,female,False,0,False,2,Artist,81,85,73,62,89,86,76
1175,Chad,Lester,chad.lester.1175@gslingacademy.com,male,False,1,True,6,Artist,58,74,60,75,82,71,69
1176,Darius,Calhoun,darius.calhoun.1176@gslingacademy.com,male,False,2,False,3,Artist,84,83,73,91,89,79,72
1177,Robert,Mcbride,robert.mcbride.1177@gslingacademy.com,male,True,4,False,1,Artist,73,82,80,91,72,64,89
1178,Gabriel,Holder,gabriel.holder.1178@gslingacademy.com,male,False,0,False,2,Artist,78,91,100,84,95,84,95
1179,Benjamin,Arias,benjamin.arias.1179@gslingacademy.com,male,False,0,False,3,Artist,81,83,98,75,88,88,83
